3.023032629558540796e-01,3.843175217812196953e-01,8.709877089044137932e-03,3.346774193548388010e-01,3.512544802867384464e-01,2.972399150743099683e-01,3.206106870229007422e-01,3.431839847473784344e-01,0.000000000000000000e+00
3.694817658349327516e-01,4.636979670861567926e-01,5.747634627288000786e-03,3.225806451612903691e-01,3.870967741935484874e-01,3.630573248407643061e-01,3.638676844783714781e-01,4.099142040038131207e-01,0.000000000000000000e+00
4.443378119001919480e-01,5.672797676669892875e-01,5.393934034839509284e-03,1.532258064516129337e-01,4.910394265232976285e-01,4.267515923566878588e-01,3.808312128922815565e-01,5.252621544327931158e-01,1.000000000000000000e+00
3.656429942418425449e-01,4.569215876089061101e-01,5.902378636484212349e-03,3.185483870967742437e-01,6.666666666666667407e-01,5.987261146496815067e-01,4.139100932994062565e-01,3.622497616777883289e-01,1.000000000000000000e+00
2.533589251439538614e-01,3.252662149080348675e-01,6.565567247325126976e-03,3.225806451612903691e-01,5.017921146953405742e-01,4.267515923566878588e-01,2.536047497879558854e-01,2.955195424213536426e-01,0.000000000000000000e+00
4.059500959692897704e-01,4.685382381413358832e-01,7.715094172782738235e-03,5.040322580645162365e-01,3.297491039426524440e-01,3.227176220806794449e-01,4.325699745547073594e-01,3.908484270734031707e-01,0.000000000000000000e+00
4.692898272552782357e-01,5.411423039690221870e-01,7.074011848969857796e-03,4.274193548387097419e-01,2.867383512544803281e-01,3.227176220806794449e-01,4.995759117896522161e-01,5.042897998093421874e-01,0.000000000000000000e+00
4.606525911708252430e-01,5.401742497579864466e-01,4.996020868334949405e-03,3.870967741935484319e-01,2.114695340501792364e-01,3.227176220806794449e-01,4.402035623409669141e-01,5.042897998093421874e-01,0.000000000000000000e+00
2.552783109404990203e-01,3.533397870280735598e-01,1.003625431072593943e-02,3.185483870967742437e-01,7.060931899641578191e-01,5.116772823779193180e-01,3.469041560644613997e-01,2.764537654909436926e-01,0.000000000000000000e+00
2.120921305182341399e-01,3.000968054211035629e-01,1.319745335573438427e-02,1.895161290322580905e-01,5.232974910394265766e-01,3.630573248407643061e-01,1.849024597116200042e-01,2.955195424213536426e-01,0.000000000000000000e+00
2.591170825335892269e-01,3.649564375605033328e-01,1.297639048545407015e-02,1.008064516129032473e-01,3.261648745519713510e-01,1.740976645435244052e-01,2.442748091603053062e-01,2.955195424213536426e-01,1.000000000000000000e+00
2.831094049904030463e-01,3.639883833494675369e-01,1.109735608807146945e-02,3.669354838709677491e-01,2.329749103942652388e-01,1.740976645435244052e-01,2.798982188295165430e-01,3.050524308865585899e-01,1.000000000000000000e+00
3.013435700575815002e-01,3.804453049370764561e-01,8.599345653903966991e-03,4.717741935483871774e-01,1.756272401433691954e-01,1.740976645435244052e-01,3.893129770992366234e-01,3.136320305052430757e-01,0.000000000000000000e+00
3.416506717850287256e-01,4.501452081316553722e-01,8.002475904147127173e-03,1.693548387096774355e-01,1.792114695340501773e-01,1.740976645435244052e-01,3.638676844783714781e-01,3.536701620591038431e-01,0.000000000000000000e+00
4.644913627639155607e-01,6.011616650532429773e-01,5.217083738615263533e-03,3.629032258064516375e-02,2.329749103942652388e-01,2.781316348195329025e-01,4.062765055131467018e-01,5.338417540514774906e-01,1.000000000000000000e+00
2.888675623800383008e-01,3.697967086156824790e-01,9.417278273941093181e-03,3.104838709677419928e-01,6.666666666666667407e-01,5.116772823779193180e-01,3.731976251060220573e-01,2.955195424213536426e-01,0.000000000000000000e+00
1.794625719769673555e-01,2.478218780251693898e-01,1.153948182863206995e-02,3.830645161290323064e-01,3.799283154121864126e-01,4.267515923566878588e-01,2.281594571670907401e-01,2.192564346997139813e-01,0.000000000000000000e+00
2.831094049904030463e-01,3.639883833494675369e-01,8.422495357679721240e-03,2.983870967741936164e-01,3.584229390681004102e-01,4.458598726114649247e-01,2.705682782018659638e-01,3.050524308865585899e-01,0.000000000000000000e+00
1.938579654510556305e-01,2.410454985479186796e-01,1.131841895835178358e-02,3.387096774193548709e-01,4.516129032258064946e-01,4.267515923566878588e-01,2.111959287531806617e-01,2.097235462345090340e-01,0.000000000000000000e+00
2.101727447216890088e-01,2.749273959341723139e-01,1.145105668051993320e-02,2.741935483870968082e-01,4.802867383512545718e-01,4.267515923566878588e-01,2.205258693808311854e-01,2.678741658722592622e-01,0.000000000000000000e+00
2.120921305182341399e-01,3.126815101645691874e-01,9.638341144221407308e-03,2.096774193548387455e-01,3.440860215053763715e-01,2.972399150743099683e-01,2.281594571670907401e-01,2.278360343183984393e-01,1.000000000000000000e+00
1.583493282149711912e-01,2.429816069699902992e-01,1.103103722698733913e-02,1.733870967741935887e-01,2.544802867383513245e-01,1.740976645435244052e-01,2.366412213740458070e-01,1.611058150619637530e-01,1.000000000000000000e+00
3.886756238003838959e-01,5.217812197483058245e-01,8.488814218763823805e-03,3.225806451612903830e-02,3.440860215053763715e-01,3.439490445859872958e-01,3.638676844783714781e-01,3.994280266920876565e-01,1.000000000000000000e+00
